Periodo,# Clicks,# Registros IN,# Primer depÃ³sito IN,Total depositado IN,# Personas que apostaron IN,Total apostado,Net revenue IN
2023-07-14,2.0,0.0,0.0,,,,
2023-07-15,,333.0,183.0,9313.673633066,681.0,39869.7194502554,4470.03643650564
2023-07-15,,0.0,0.0,62.44458,1.0,22.4800488,-61.957512276
2023-07-16,,475.0,241.0,8883.1462197492,950.0,34096.8826987224,1690.60359610661
2023-07-17,,199.0,99.0,5324.4335469717,536.0,23153.2716125941,-16.641691859835
2023-07-17,1.0,0.0,0.0,,,,
2023-07-17,,0.0,0.0,0.0,1.0,33.80951826,12.33776105541
2023-07-18,,356.0,171.0,5600.499845424,779.0,29608.9433026111,2075.52954405907
2023-07-18,,0.0,0.0,0.0,1.0,18.6076512,5.9420432832
2023-07-19,,568.0,244.0,8006.5903092216,935.0,44333.874757951,-383.083483350972
2023-07-19,,0.0,0.0,0.0,1.0,21.24557388,1.56217455
2023-07-20,,415.0,209.0,7115.2886266506,923.0,40273.6836726863,670.774280082754
2023-07-20,,0.0,0.0,0.0,1.0,37.5777396,-0.145759876604
2023-07-21,,327.0,182.0,13348.315372398,848.0,145176.633743159,5098.30584079996
2023-07-21,,0.0,0.0,0.0,1.0,36.23120568,-5.385081580776
2023-07-22,,400.0,232.0,9975.9740461796,1273.0,72712.3288113142,6048.35790015974
2023-07-22,,0.0,0.0,0.0,1.0,76.65226572,-1.602388388662
2023-07-23,,608.0,284.0,11066.0953737774,1308.0,53596.7712767026,2977.87224901274
2023-07-23,,0.0,0.0,0.0,1.0,41.41011996,2.76569407248
2023-07-24,,496.0,215.0,10198.7332227526,1112.0,65015.3880946254,3151.70519823178
2023-07-24,,0.0,0.0,0.0,1.0,25.0970424,-0.41870232404
2023-07-25,1.0,156.0,115.0,9923.6463742152,1073.0,54718.6198866583,2824.2843504305
2023-07-25,,0.0,0.0,0.0,1.0,6.3437553,-3.7364718717
2023-07-26,,36.0,62.0,11249.4342302142,1191.0,62649.6670209187,335.545892766876
2023-07-26,,0.0,0.0,0.0,1.0,8.86029228,-2.088497466
2023-07-27,,131.0,68.0,8192.7705986516,1232.0,58539.5660671922,1988.27027967729
2023-07-28,,132.0,76.0,9048.5335518636,960.0,69047.5100809318,-398.074119498372
2023-07-28,,0.0,0.0,0.0,1.0,1.27023912,-0.8447090148
2023-07-29,,168.0,127.0,14646.4929500656,1380.0,88398.911092773,7886.94568256784
2023-07-29,,0.0,0.0,0.0,1.0,53.36371404,7.09737396732
2023-07-30,,231.0,107.0,12258.2304942944,1427.0,105226.814539148,-6970.26288553301
2023-07-30,,0.0,0.0,0.0,1.0,7.60969044,-2.13261574581
2023-07-31,,0.0,34.0,0.0,873.0,72664.071770219,0.0
2023-08-01,,39.0,52.0,11691.3214514488,1014.0,67030.7156898588,4577.61351939391
2023-08-02,,38.0,39.0,11916.0780373616,1365.0,75335.5291526817,2886.30886178849
2023-08-03,,25.0,37.0,13555.7656711584,1257.0,75073.1771132764,2877.88246818871
2023-08-04,,20.0,25.0,7797.6492947894,1156.0,68799.6751349184,3182.41141294802
2023-08-05,,14.0,37.0,13458.0781144653,1196.0,79888.8269652937,7363.93344109776
2023-08-05,,0.0,0.0,0.0,1.0,2.46993372,0.19944714789
2023-08-06,,38.0,35.0,14517.3091743,1344.0,73688.0696047816,8857.60031509056
2023-08-06,,0.0,0.0,0.0,1.0,1.2328227,0.5855907825
2023-08-07,,24.0,16.0,6784.9280817435,1020.0,49755.088627218,4268.47199689822
2023-08-08,,19.0,14.0,11861.2972647352,870.0,55808.4975020578,763.920798209364
2023-08-09,,22.0,21.0,11883.3470964438,1138.0,90024.2536545822,6467.54444131866
2023-08-10,,49.0,27.0,15531.312647835,1090.0,86045.5870419533,-2216.91069607908
2023-08-11,,38.0,16.0,16573.0514924085,1089.0,82000.4833768364,2115.95162318276
2023-08-11,,0.0,0.0,0.0,1.0,14.23669617,0.91733842278
2023-08-12,,40.0,14.0,23800.7899510483,901.0,108765.872793675,1654.13945336268
2023-08-12,,0.0,0.0,0.0,1.0,34.41818856,0.77072157954
2023-08-13,,75.0,30.0,9936.7302845525,1149.0,55966.7495083168,3057.1659559682
2023-08-13,,0.0,0.0,0.0,1.0,7.34629428,-3.21033060036
2023-08-14,,41.0,18.0,10323.3698337835,724.0,70042.894047339,7758.67006116937
2023-08-14,1.0,0.0,0.0,,,,
2023-08-14,,0.0,0.0,0.0,1.0,3.67314714,-2.184808325245
2023-08-15,,28.0,22.0,10462.8092088816,905.0,55733.619636301,4458.04464928852
2023-08-15,,0.0,0.0,0.0,1.0,3.63665754,1.4970906873
2023-08-16,,46.0,29.0,17157.4267831932,922.0,95882.3292580267,1462.41721788823
2023-08-16,,0.0,0.0,0.0,1.0,18.0761004,3.51459645444
2023-08-17,,56.0,19.0,16230.8833462377,1074.0,113438.363449327,1878.70336230089
2023-08-17,,0.0,0.0,0.0,1.0,1.20680154,1.146461463
2023-08-18,,7.0,13.0,12297.987998614,766.0,62926.7991328176,4127.17945498454
2023-08-19,1.0,4.0,12.0,14456.48555634,1046.0,72328.9546265748,3576.68127415608
2023-08-19,,0.0,0.0,0.0,1.0,12.091752,-0.58709486544
2023-08-20,,6.0,13.0,11139.6401425276,1055.0,49704.5419338017,4150.11827996442
2023-08-20,1.0,0.0,0.0,,,,
2023-08-20,,0.0,0.0,0.0,1.0,14.88741916,1.65511888418
2023-08-21,,1.0,6.0,8680.7957696074,694.0,44880.3463814674,-2139.27813493294
2023-08-22,1.0,2.0,4.0,12578.1407726962,790.0,101036.279716265,2814.00244787418
2023-08-23,,7.0,6.0,11415.426199758,817.0,82924.4568898528,-1696.33934329392
2023-08-24,,1.0,4.0,16233.7822696683,961.0,120468.115594314,3469.05756467634
2023-08-25,,1.0,5.0,16583.3571345806,809.0,83966.7597291016,4450.1623801412
2023-08-25,,0.0,0.0,0.0,1.0,6.1627839,2.172073185555
2023-08-26,,0.0,8.0,14820.715743596,929.0,92020.1502970743,9724.1836979109
2023-08-26,,0.0,0.0,0.0,1.0,8.58356814,0.37277210208
2023-08-27,,2.0,9.0,13420.7359792128,1001.0,147387.715434517,-4382.79032011094
2023-08-28,,1.0,4.0,7277.9199129504,652.0,61574.8472077011,741.876608389728
2023-08-29,,1.0,5.0,9727.0081870572,652.0,72534.8394695625,4967.02730182417
2023-08-30,,5.0,5.0,8744.3265116208,813.0,41267.7005048704,-1339.74323242711
2023-08-31,,1.0,8.0,9504.9769994376,868.0,47020.3290266701,8359.66567648714
2023-09-01,,2.0,5.0,8386.1653493184,768.0,48771.1768952232,478.618962955728
2023-09-02,,1.0,1.0,13803.211856549,836.0,61897.2612059416,4656.05759479698
2023-09-02,,0.0,0.0,0.0,1.0,1.2159681,-1.09741121025
2023-09-03,,5.0,6.0,12298.0143869432,972.0,61015.1398366259,4860.335234995
2023-09-03,,0.0,0.0,0.0,1.0,12.1547544,-2.5403436696
2023-09-04,,2.0,2.0,5622.0621259684,555.0,49270.9684011933,1699.31954582156
2023-09-05,1.0,1.0,5.0,7637.5944674504,578.0,51182.676794576,3007.70128121552
2023-09-05,1.0,0.0,0.0,,,,
2023-09-06,,1.0,5.0,7761.377168951,581.0,47272.8602235028,703.90770992794
2023-09-07,,1.0,2.0,10840.7450713776,674.0,67026.0638845835,3084.4922492121
2023-09-07,,0.0,0.0,0.0,1.0,2.0116596,-1.4906397636
2023-09-08,,0.0,1.0,11214.3960402903,682.0,70127.1106693194,3270.25564951285
2023-09-09,,0.0,4.0,10238.6475152452,774.0,83542.3156747991,6453.21358041961
2023-09-10,2.0,0.0,1.0,8868.4388032752,648.0,47301.5370375669,1321.20984457904
2023-09-10,,0.0,0.0,0.0,1.0,14.0411124,1.715021586
2023-09-11,,2.0,5.0,7570.5545962008,539.0,44295.7423859263,-328.491664128144
2023-09-11,1.0,0.0,0.0,,,,
2023-09-11,1.0,0.0,0.0,,,,
2023-09-12,,1.0,3.0,7682.7856278492,681.0,33333.8474564317,1238.0079917701
2023-09-12,,0.0,0.0,0.0,1.0,9.5230189048,5.87219077256
2023-09-13,1.0,2.0,4.0,8470.3942445472,715.0,47320.7751143865,3078.61305254225
2023-09-14,,2.0,0.0,7827.6213880988,793.0,35578.3452061123,1706.13109242028
2023-09-14,,0.0,0.0,0.0,1.0,16.939823646,-18.1068572245
2023-09-15,,5.0,2.0,9802.900641247,734.0,46371.9283663335,5766.11448476939
2023-09-15,,0.0,0.0,0.0,1.0,17.6698666485,-0.917343651675
2023-09-16,,1.0,8.0,10545.9286320472,799.0,41793.6560447633,-1468.25023657444
2023-09-16,,0.0,0.0,0.0,1.0,47.2338419,2.6142904669
2023-09-17,,6.0,12.0,10563.3425178528,864.0,43020.6244683219,1125.97903706763
2023-09-17,,0.0,0.0,0.0,1.0,6.1626318,-4.7811751715
2023-09-18,1.0,0.0,0.0,,,,
2023-09-19,1.0,3.0,3.0,12250.1292783272,765.0,116987.57805285,175.273456460808
2023-09-19,2.0,0.0,0.0,,,,
2023-09-19,,0.0,0.0,0.0,1.0,35.4773170748,24.98416990406
2023-09-20,,3.0,6.0,9911.3443569204,795.0,100493.092765604,5872.00108022337
2023-09-20,,0.0,0.0,0.0,1.0,70.5231448008,-2.0155060806
2023-09-21,,2.0,8.0,10699.7057379828,779.0,55891.2997286052,-1315.82823869378
2023-09-21,,0.0,0.0,0.0,1.0,35.575739325,14.527791405225
2023-09-22,,1.0,4.0,8284.6903175015,743.0,63848.8324944868,1503.35462730975
2023-09-22,,0.0,0.0,20.337191,1.0,60.6882116631,16.547863886925
2023-09-23,,1.0,5.0,10010.9293731972,774.0,74746.9407156131,3160.01943833545
2023-09-23,,0.0,0.0,0.0,1.0,17.2773006,6.8357131668
2023-09-24,,2.0,8.0,9435.1592407356,891.0,62595.9008039916,1938.00750005678
2023-09-24,,0.0,0.0,0.0,1.0,8.2730845872,-2.38489287084
