periodo,#_clicks,#_registros_in,#_primer_depósito_in,total_depositado_in,#_personas_que_apostaron_in,total_apostado,net_revenue_in,año_mes,conversion_rate,avg_deposit_per_user,revenue_per_deposit
2023-04-03,375.0,0.0,1.0,8264.78597257824,159.0,27091.0832241398,6875.98821838523,2023-04,0.0,51.979785991058115,0.8319620424774571
2023-04-04,1419.0,2.0,1.0,4828.34683603507,160.0,14527.6251057995,1049.03535156068,2023-04,0.0014094432699083862,30.177167725219185,0.21726594778392605
2023-04-06,745.0,2.0,3.0,10411.8667757179,192.0,57009.990488003,7403.89821345234,2023-04,0.0026845637583892616,54.228472790197394,0.7111018968010029
2023-04-09,6.0,0.0,3.0,3817.33563956054,213.0,34094.5258993515,342.681607919722,2023-04,0.0,17.921763566011926,0.08976983956254166
2023-04-13,6.0,0.0,1.0,4433.21537809281,180.0,24310.9620162511,1062.90697430734,2023-04,0.0,24.628974322737836,0.2397598320081186
2023-04-15,9.0,1.0,1.0,10610.36790924274,203.0,65211.8319951663,8580.731349511187,2023-04,0.1111111111111111,62.22888580032364,0.7294916151511037
2023-04-17,9.0,0.0,1.0,1493.01078750892,161.0,6819.046997859054,823.434514441705,2023-04,0.0,9.273358928626832,0.551526165337091
2023-04-18,5.0,2.0,2.0,2865.34961029839,174.0,13942.5797200973,1173.56534200718,2023-04,0.4,16.467526495967757,0.40957143162888526
2023-04-19,5.0,0.0,2.0,2938.06133798635,194.0,9993.04501493248,79.4220465425514,2023-04,0.0,15.144646072094586,0.027032126768661898
2023-04-22,4.0,1.0,2.0,10146.9403423202,178.0,116038.39409886743,8580.731349511187,2023-04,0.25,57.005282822023595,1.7308327184001184
2023-04-23,2.0,1.0,1.0,8085.54727509808,186.0,25907.2050340539,7085.85817093886,2023-04,0.5,43.47068427472086,0.8763609845881344
2023-04-24,5.0,0.0,2.0,8410.46468398148,147.0,107495.738513025,6234.71459463362,2023-04,0.0,57.21404546926176,0.7413044140721761
2023-04-27,3.0,2.0,1.0,2097.27859159224,175.0,20584.6033375853,62.74048744995134,2023-04,0.6666666666666666,11.984449094812799,0.014466512593766972
2023-04-29,3.0,1.0,2.0,3295.95705426369,204.0,12306.1562341426,293.623327292112,2023-04,0.3333333333333333,16.156652226782796,0.08908590811651422
2023-04-30,9.0,0.0,1.0,4249.47400753518,207.0,14290.1530532855,76.0187878229345,2023-04,0.0,20.52885993978348,0.01788898759896819
2023-05-09,4.0,1.0,3.0,2617.8997184956,194.0,12915.1226239521,1781.16886906789,2023-05,0.25,13.49432844585361,0.6803808627518608
2023-05-10,5.0,0.0,2.0,4531.7446270128,185.0,17184.8746674898,1275.99178523313,2023-05,0.0,24.495916902771892,0.28156745144622775
2023-05-14,6.0,1.0,1.0,5211.80505663,220.0,116038.39409886743,8580.731349511187,2023-05,0.16666666666666666,23.690022984681818,2.064858408631303
2023-05-15,4.0,0.0,1.0,7747.182397504,159.0,32468.12785089,3405.88133101304,2023-05,0.0,48.72441759436478,0.43962839084701977
2023-05-17,5.0,0.0,2.0,8739.8435506788,207.0,116038.39409886743,8580.731349511187,2023-05,0.0,42.2214664284,0.994666122574089
2023-05-18,4.0,0.0,3.0,7548.5042450492,200.0,50384.6039626354,6520.06161282631,2023-05,0.0,37.742521225246,0.86375544096734
2023-05-20,6.0,0.0,1.0,6706.8961977216,197.0,33719.4263211212,4525.45301720592,2023-05,0.0,34.04515836406904,0.6747462438353022
2023-05-21,4.0,1.0,1.0,6297.913476524,185.0,46065.4892081903,4107.75124720124,2023-05,0.25,34.04277554877838,0.6522400256074059
2023-06-01,10.0,0.0,3.0,8749.9873477632,194.0,31499.3800946948,2757.90053524878,2023-06,0.0,45.103027565789695,0.31518908835380144
2023-06-02,4.0,0.0,1.0,3837.047816742,179.0,23324.2676426778,5549.0601433386,2023-06,0.0,21.436021322581006,1.4461795652185157
2023-06-03,5.0,0.0,1.0,3596.4562076163,186.0,18959.524751069,1371.27845401932,2023-06,0.0,19.335786062453227,0.38128601458161265
2023-06-05,2.0,0.0,1.0,1549.348613657,158.0,12069.3902114214,1298.21754910083,2023-06,0.0,9.806003883905063,0.8379118409229969
2023-06-06,2.0,0.0,1.0,2657.4673568,183.0,16262.1652357092,513.91223748086,2023-06,0.0,14.521679545355191,0.19338421454767726
